"id","name","inn","opf_short","name_full_with_opf","ca_type","branch_type","ogrn","ogrn_date","fio_surname","fio_name","fio_patronymic","management_post","management_disqualified","management_name","email","address_full","address","status","actuality_date","registration_date","liquidation_date","is_archived","description","group_name"
162,САЛЕХАРДЭНЕРГО,"8901030855",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САЛЕХАРДЭНЕРГО""",LEGAL,MAIN,"1158901001434",2015-12-01 03:00:00.000,,,,Генеральный директор,,Стратий Юрий Федорович,,"629007, Ямало-Ненецкий автономный округ, Г. САЛЕХАРД, УЛ. СВЕРДЛОВА, Д. 39","г Салехард, ул Свердлова, д 39",ACTIVE,2022-11-17 03:00:00.000,2015-12-01 03:00:00.000,,false,autoloaded by counteragentcreate.py,
163,САРМА ИНЖИНИРИНГ,"2315143503",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРМА ИНЖИНИРИНГ""",LEGAL,MAIN,"1082315003319",2008-04-16 03:00:00.000,,,,Директор,,Шабловская Лилия Евгеньевна,,"353910, КРАЙ КРАСНОДАРСКИЙ, Г. НОВОРОССИЙСК, ПР-КТ ЛЕНИНА, Д.40, К.А, КВ.7","Краснодарский край, г Новороссийск, пр-кт Ленина, д 40А, кв 7",ACTIVE,2014-02-22 03:00:00.000,2008-04-16 03:00:00.000,,false,autoloaded by counteragentcreate.py,
164,СПЕЦАВТОМАТИКА-СЕРВИС,"7708384460",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦАВТОМАТИКА-СЕРВИС""",LEGAL,MAIN,"1207700276728",2020-08-06 03:00:00.000,,,,Генеральный директор,,Верин Дмитрий Николаевич,,"107140, ГОРОД МОСКВА, ПЛ. КОМСОМОЛЬСКАЯ, Д. 6, ПОМ/КОМ/ОФ 1/105И/1","г Москва, Комсомольская пл, д 6, помещ 1 ком 105И офис 1",ACTIVE,2021-04-17 03:00:00.000,2020-08-06 03:00:00.000,,false,autoloaded by counteragentcreate.py,
165,СЕРТУМ-ПРО,"6673240328",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРТУМ-ПРО""",LEGAL,MAIN,"1116673008539",2011-05-19 03:00:00.000,,,,Директор,,Казаков Сергей Сергеевич,,"620036, Свердловская область, Г.О. ГОРОД ЕКАТЕРИНБУРГ, Г ЕКАТЕРИНБУРГ, УЛ МАЛОПРУДНАЯ, СТР. 5, ОФИС 715","г Екатеринбург, ул Малопрудная, стр 5, офис 715",ACTIVE,2022-11-05 03:00:00.000,2011-05-19 03:00:00.000,,false,autoloaded by counteragentcreate.py,
166,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК СТАДИОН СПАРТАК,"7709574093",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТАДИОН ""СПАРТАК""",LEGAL,MAIN,"1047796801920",2004-10-22 03:00:00.000,,,,Генеральный директор,,Федун Андрей Арнольдович,,"125424, Г.Москва, Ш. ВОЛОКОЛАМСКОЕ, Д. 69","г Москва, Волоколамское шоссе, д 69",ACTIVE,2023-01-12 03:00:00.000,2004-10-22 03:00:00.000,,false,autoloaded by counteragentcreate.py,
167,СИМАМАРТ,"6679072060",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМАМАРТ""",LEGAL,MAIN,"1156658025457",2015-05-29 03:00:00.000,,,,Генеральный директор,,Обоскалов Константин Владиславович,,"620010, Свердловская область, Г. ЕКАТЕРИНБУРГ, УЛ. ЧЕРНЯХОВСКОГО, СТР 86, КОРПУС 8","620010, Свердловская область, Г. ЕКАТЕРИНБУРГ, УЛ. ЧЕРНЯХОВСКОГО, СТР 86, КОРПУС 8",ACTIVE,2023-02-21 03:00:00.000,2015-05-29 03:00:00.000,,false,autoloaded by counteragentcreate.py,
168,СИСТЕМЫ ПРОТИВОПОЖАРНОЙ ЗАЩИТЫ,"2315185486",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМЫ ПРОТИВОПОЖАРНОЙ ЗАЩИТЫ""",LEGAL,MAIN,"1142315000343",2014-01-27 03:00:00.000,,,,Директор,,Чусь Сергей Николаевич,,"353907, КРАЙ КРАСНОДАРСКИЙ, Г. НОВОРОССИЙСК, УЛ. ВИДОВА, Д.87, КВ.20","Краснодарский край, г Новороссийск, ул Видова, д 87, кв 20",ACTIVE,2018-03-17 03:00:00.000,2014-01-27 03:00:00.000,,false,autoloaded by counteragentcreate.py,
169,СИСТЭМ ЭЛЕКТРИК,"7712092928",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИСТЭМ ЭЛЕКТРИК""",LEGAL,MAIN,"1027739393637",2002-10-16 03:00:00.000,,,,Генеральный директор,,Кашаев Алексей Сергеевич,,"127018, Г.Москва, УЛ. ДВИНЦЕВ, Д. 12, К. 1, ЭТАЖ 6 ПОМ I КОМ 15","г Москва, ул Двинцев, д 12 к 1, помещ I ком 15",ACTIVE,2022-10-20 03:00:00.000,1996-12-04 03:00:00.000,,false,autoloaded by counteragentcreate.py,
170,СТРАХОВАЯ КОМПАНИЯ РОСГОССТРАХ,"7707067683",ПАО,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО СТРАХОВАЯ КОМПАНИЯ ""РОСГОССТРАХ""",LEGAL,MAIN,"1027739049689",2002-08-07 03:00:00.000,,,,Генеральный директор,,Шепелев Максим Валентинович,,"140002, Московская область, Г. ЛЮБЕРЦЫ, УЛ. ПАРКОВАЯ, Д. 3","Московская обл, г Люберцы, ул Парковая, д 3",ACTIVE,2023-04-17 03:00:00.000,1992-08-19 03:00:00.000,,false,autoloaded by counteragentcreate.py,
171,СОВРЕМЕННЫЕ ИНВЕСТИЦИОННЫЕ СИСТЕМЫ,"7706293908",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ИНВЕСТИЦИОННЫЕ СИСТЕМЫ""",LEGAL,MAIN,"1037706014334",2003-03-11 03:00:00.000,,,,Генеральный директор,,Гуров Владимир Александрович,,"115114, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ДАНИЛОВСКИЙ, ПЕР 1-Й КОЖЕВНИЧЕСКИЙ, Д. 10, СТР. 2, ЭТ/ОФ 1/5","г Москва, 1-й Кожевнический пер, д 10 стр 2, офис 5",ACTIVE,2022-08-04 03:00:00.000,2003-03-11 03:00:00.000,,false,autoloaded by counteragentcreate.py,
172,СОФТЭФФЕКТ,"7735575262",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТЭФФЕКТ""",LEGAL,MAIN,"1117746078823",2011-02-08 03:00:00.000,,,,Директор,,Никитина Александра Николаевна,,"124482, ГОРОД МОСКВА, Г. ЗЕЛЕНОГРАД, ПР-Д САВЁЛКИНСКИЙ, Д. 4, ОФИС ЭТ 17 ПОМ XXV КОМ 6","г Москва, г Зеленоград, Савёлкинский проезд, д 4, помещ XXV ком 6",ACTIVE,2022-10-12 03:00:00.000,2011-02-08 03:00:00.000,,false,autoloaded by counteragentcreate.py,
173,СПЕЦАВТОХОЗЯЙСТВО,"7707341791",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦАВТОХОЗЯЙСТВО""",LEGAL,MAIN,"1157746455350",2015-05-20 03:00:00.000,,,,Генеральный директор,,Садретдинов Адиль Хадисович,,"127273, ГОРОД МОСКВА, ПР-Д СИГНАЛЬНЫЙ, Д. 16, СТР. 20, ЭТ 3 ПОМ 6","г Москва, Сигнальный проезд, д 16 стр 20, помещ 6",ACTIVE,2020-10-15 03:00:00.000,2015-05-20 03:00:00.000,,false,autoloaded by counteragentcreate.py,
174,СПЕЦТЕХНИКА НПО,"7730007611",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТЕХНИКА НПО""",LEGAL,MAIN,"1157746018165",2015-01-13 03:00:00.000,,,,Генеральный директор,,Путилин Олег Евгеньевич,,"121096, Г.Москва, УЛ. КАСТАНАЕВСКАЯ, Д. 6, КВ. 16","г Москва, ул Кастанаевская, д 6, кв 16",ACTIVE,2022-12-29 03:00:00.000,2015-01-13 03:00:00.000,,false,autoloaded by counteragentcreate.py,
175,СПОРТИВНАЯ ГОСТИНИЦА,"7708412886",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПОРТИВНАЯ ГОСТИНИЦА""",LEGAL,MAIN,"1227700874246",2022-12-15 03:00:00.000,,,,,,,,"107045, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КРАСНОСЕЛЬСКИЙ, ПЕР КОСТЯНСКИЙ, Д. 4","г Москва, Костянский пер, д 4",ACTIVE,2022-12-29 03:00:00.000,2022-12-15 03:00:00.000,,false,autoloaded by counteragentcreate.py,
176,ТРЕСТ СПЕЦЭЛЕКТРОМОНТАЖ,"7701611748",ПАО,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРЕСТ ""СПЕЦЭЛЕКТРОМОНТАЖ""",LEGAL,MAIN,"1057747829798",2005-08-16 03:00:00.000,,,,Генеральный директор,,Мириков Захар Борисович,,"105082, ГОРОД МОСКВА, УЛ. БОЛЬШАЯ ПОЧТОВАЯ, Д. 26, СТР. 1, ЭТ 2 П 1 К 1 ОФ 1","г Москва, ул Большая Почтовая, д 26 стр 1, помещ 1 ком 1 офис 1",ACTIVE,2022-11-15 03:00:00.000,2005-08-16 03:00:00.000,,false,autoloaded by counteragentcreate.py,
177,СТАРЛАЙТ,"9717101513",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАРЛАЙТ""",LEGAL,MAIN,"1217700197516",2021-04-23 03:00:00.000,,,,Генеральный директор,,Будникова Марина Олеговна,,"129626, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ АЛЕКСЕЕВСКИЙ, ПР-КТ МИРА, Д. 102, К. 1, ЭТАЖ 8, КОМ./ОФИС 807/266","129626, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ АЛЕКСЕЕВСКИЙ, ПР-КТ МИРА, Д. 102, К. 1, ЭТАЖ 8, КОМ./ОФИС 807/266",ACTIVE,2023-04-18 03:00:00.000,2021-04-23 03:00:00.000,,false,autoloaded by counteragentcreate.py,
178,СТРЕМЛЕНИЕ,"7734215210",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРЕМЛЕНИЕ""",LEGAL,MAIN,"1027739184307",2002-09-12 03:00:00.000,,,,Генеральный директор,,Шепелев Владимир Борисович,,"105066, ГОРОД МОСКВА, УЛ. НИЖНЯЯ КРАСНОСЕЛЬСКАЯ, Д. 40/12, К. 8, ПОМЕЩ. 3","г Москва, ул Нижняя Красносельская, д 40/12 к 8, помещ 3",ACTIVE,2022-11-06 03:00:00.000,2000-02-15 03:00:00.000,,false,autoloaded by counteragentcreate.py,
179,СТРОЙИЗЫСКАНИЯ,"1102069613",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИЗЫСКАНИЯ""",LEGAL,MAIN,"1111102005475",2011-12-01 03:00:00.000,,,,Директор,,Егоров Алексей Анатолиевич,,"169300, Республика Коми, Г. УХТА, УЛ. КРЕМСА, Д. 5","Респ Коми, г Ухта, ул Кремса, д 5",ACTIVE,2022-11-02 03:00:00.000,2011-12-01 03:00:00.000,,false,autoloaded by counteragentcreate.py,
180,СФЕРА,"7733800917",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СФЕРА""",LEGAL,MAIN,"1127746329270",2012-04-26 03:00:00.000,,,,Генеральный директор,,Левакова Анна Анатольевна,,"142117, Московская область, Г.О. ПОДОЛЬСК, Д СЕВЕРОВО, УЛ СТАНЦИОННАЯ, Д. 22В, СТР. 4, СКЛ. 1А","142117, Московская область, Г.О. ПОДОЛЬСК, Д СЕВЕРОВО, УЛ СТАНЦИОННАЯ, Д. 22В, СТР. 4, СКЛ. 1А",ACTIVE,2023-02-28 03:00:00.000,2012-04-26 03:00:00.000,,false,autoloaded by counteragentcreate.py,
181,ТЕБОЙЛ РУС,"7743792870",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕБОЙЛ РУС""",LEGAL,MAIN,"1107746744038",2010-09-13 03:00:00.000,,,,Генеральный директор,,Маслов Виталий Геннадиевич,,"125196, Г.Москва, УЛ. ЛЕСНАЯ, Д. 9, ЭТАЖ 3","г Москва, ул Лесная, д 9",ACTIVE,2023-03-17 03:00:00.000,2010-09-13 03:00:00.000,,false,autoloaded by counteragentcreate.py,
182,ТЕПЛОСЕРВИС,"1108015607",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОСЕРВИС""",LEGAL,MAIN,"1051100823608",2005-07-26 03:00:00.000,,,,Директор,,Милевская Лариса Павловна,,"169523, РЕСПУБЛИКА КОМИ, Г. СОСНОГОРСК, ПГТ НИЖНИЙ ОДЕС, УЛ. ТРАНСПОРТНАЯ, Д.9","Респ Коми, г Сосногорск, пгт Нижний Одес, ул Транспортная, д 9",ACTIVE,2022-04-06 03:00:00.000,2005-07-26 03:00:00.000,,false,autoloaded by counteragentcreate.py,
183,ТЕПЛОЭНЕРГО,"5257087027",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОЭНЕРГО""",LEGAL,MAIN,"1065257065500",2006-12-22 03:00:00.000,,,,Генеральный директор,,Халтурин Илья Вячеславович,,"603086, Нижегородская область, Г. НИЖНИЙ НОВГОРОД, Б-Р МИРА, Д.14","г Нижний Новгород, б-р Мира, д 14",ACTIVE,2022-12-23 03:00:00.000,2006-12-22 03:00:00.000,,false,autoloaded by counteragentcreate.py,
184,ТЕПЛОЭНЕРГОСЕРВИС,"7733720926",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОЭНЕРГОСЕРВИС""",LEGAL,MAIN,"1097746824450",2009-12-22 03:00:00.000,,,,Генеральный директор,,Портыко Борис Викторович,,"121069, Г.Москва, УЛ. ПОВАРСКАЯ, Д. 31/29, ЭТ/П/К/ОФ П/VI/12/70","г Москва, ул Поварская, д 31/29, помещ VI ком 12 офис 70",ACTIVE,2020-11-27 03:00:00.000,2009-12-22 03:00:00.000,,false,autoloaded by counteragentcreate.py,
185,ТЕХНИЧЕСКИЙ ЦЕНТР ЛУКОМ-А,"7724788533",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНИЧЕСКИЙ ЦЕНТР ""ЛУКОМ-А""",LEGAL,MAIN,"1117746338082",2011-04-27 03:00:00.000,,,,Генеральный директор,,Стреха Дмитрий Павлович,,"119121, Г.Москва, ПЕР. ЗЕМЛЕДЕЛЬЧЕСКИЙ, Д. 4, ЭТАЖ 2 КОМНАТА №1","г Москва, Земледельческий пер, д 4, ком 1",ACTIVE,2023-02-28 03:00:00.000,2011-04-27 03:00:00.000,,false,autoloaded by counteragentcreate.py,
187,ТПБ-ЛАБОРАТОРИЯ,"7719439375",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТПБ-ЛАБОРАТОРИЯ""",LEGAL,MAIN,"1167746202249",2016-02-25 03:00:00.000,,,,Генеральный директор,,Сергеев Игорь Юрьевич,,"105094, Г.Москва, УЛ. ЗОЛОТАЯ, Д. 11, СТР. 1, ЭТ 1 КОМНАТА 22","г Москва, ул Золотая, д 11 стр 1, ком 22, 22",ACTIVE,2023-04-04 03:00:00.000,2016-02-25 03:00:00.000,,false,autoloaded by counteragentcreate.py,
188,ТВОРЧЕСКОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ПРАЙД,"7725783351",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТВОРЧЕСКОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ПРАЙД""",LEGAL,MAIN,"1137746139860",2013-02-19 03:00:00.000,,,,Генеральный директор,,Габбазов Марат Загитович,,"105120, ГОРОД МОСКВА, УЛ. НИЖНЯЯ СЫРОМЯТНИЧЕСКАЯ, Д. 11, К. 1","г Москва, ул Нижняя Сыромятническая, д 11 к 1",ACTIVE,2022-11-15 03:00:00.000,2013-02-19 03:00:00.000,,false,autoloaded by counteragentcreate.py,
189,ТРАСТ-ЛИФТ,"7715302147",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАСТ-ЛИФТ""",LEGAL,MAIN,"1037739609203",2003-02-12 03:00:00.000,,,,Генеральный директор,,Тимофеев Сергей Викторович,,"125167, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ХОРОШЕВСКИЙ, ПР-КТ ЛЕНИНГРАДСКИЙ, Д. 37, К. 12, ЭТАЖ 1, КАБ. 32","г Москва, Ленинградский пр-кт, д 37 к 12, офис 32",ACTIVE,2022-11-28 03:00:00.000,2001-11-20 03:00:00.000,,false,autoloaded by counteragentcreate.py,
190,ТРИНИТИ РИТЕЙЛ,"7717292984",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИНИТИ РИТЕЙЛ""",LEGAL,MAIN,"1157746580419",2015-06-29 03:00:00.000,,,,Генеральный директор,,Веселов Дмитрий Вячеславович,,"249610, Калужская область, Р-Н СПАС-ДЕМЕНСКИЙ, Г. СПАС-ДЕМЕНСК, ПЕР. ЗАВОДСКОЙ, Д. 4","Калужская обл, г Спас-Деменск, Заводской пер, д 4",ACTIVE,2023-03-27 03:00:00.000,2015-06-29 03:00:00.000,,false,autoloaded by counteragentcreate.py,
191,ТСЖ НАШ ДОМ,"8901018022",ТСЖ,"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НАШ ДОМ""",LEGAL,MAIN,"1068901009660",2006-04-27 03:00:00.000,,,,Председатель правления,,Чернышов Игорь Владимирович,,"629007, Ямало-Ненецкий автономный округ, Г. САЛЕХАРД, УЛ. МАНЧИНСКОГО, Д.19, КВ.40","г Салехард, ул Манчинского, д 19, кв 40",ACTIVE,2014-05-13 03:00:00.000,2006-04-27 03:00:00.000,,false,autoloaded by counteragentcreate.py,
192,УМНЫЙ СКЛАД,"7720575485",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УМНЫЙ СКЛАД""",LEGAL,MAIN,"1077746298630",2007-02-07 03:00:00.000,,,,Генеральный директор,,Подгорнов Михаил Юрьевич,,"108811, Г.Москва, ВН.ТЕР.Г. ПОСЕЛЕНИЕ МОСКОВСКИЙ, КМ КИЕВСКОЕ ШОССЕ 22-Й (П МОСКОВСКИЙ), ДВЛД. 4, СТР. 5, ОФИС 223Е","г Москва, км Киевское шоссе 22-й (п Московский), д 4 стр 5, офис 223Е",ACTIVE,2022-11-03 03:00:00.000,2007-02-07 03:00:00.000,,false,autoloaded by counteragentcreate.py,
194,УПРАВЛЯЮЩАЯ КОМПАНИЯ БИЗНЕС И ИНВЕСТИЦИИ,"7704504286",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""БИЗНЕС И ИНВЕСТИЦИИ""",LEGAL,MAIN,"1037739928852",2003-10-27 03:00:00.000,,,,Директор,,Бесшапошников Александр Олегович,,"119019, Г.Москва, УЛ. ЗНАМЕНКА, Д. 8/13, СТР. 2, ЭТ 1 ПОМ 11","г Москва, ул Знаменка, д 8/13 стр 2, помещ 11",ACTIVE,2023-03-30 03:00:00.000,2003-10-27 03:00:00.000,,false,autoloaded by counteragentcreate.py,
195,УПРАВЛЯЮЩАЯ КОМПАНИЯ ПОК И ТС,"2983009787",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ПОК И ТС""",LEGAL,MAIN,"1148383000292",2014-04-29 03:00:00.000,,,,Генеральный директор,,Гаевой Александр Игоревич,,"166000, Ненецкий автономный округ, Г. НАРЬЯН-МАР, УЛ. ПРОФЕССОРА Г.А.ЧЕРНОВА, Д. 7, ПОМЕЩ. 21","г Нарьян-Мар, ул Профессора Г.А.Чернова, д 7, помещ 21",ACTIVE,2022-11-28 03:00:00.000,2014-04-29 03:00:00.000,,false,autoloaded by counteragentcreate.py,
196,УСПЕХ,"7714431196",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УСПЕХ""",LEGAL,MAIN,"1187746790660",2018-09-03 03:00:00.000,,,,Генеральный директор,,Горбунов Станислав Рудольфович,,"121609, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КРЫЛАТСКОЕ, Ш РУБЛЁВСКОЕ, Д. 36, К. 2, ПОМЕЩ. 8/1","г Москва, Рублёвское шоссе, д 36 к 2, помещ 8",ACTIVE,2023-04-17 03:00:00.000,2018-09-03 03:00:00.000,,false,autoloaded by counteragentcreate.py,
197,УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД АСТРАХАНЬ,"3015090933",МКУ,"УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД АСТРАХАНЬ""",LEGAL,MAIN,"1103015001561",2010-06-29 03:00:00.000,,,,Начальник управления,,Сафронова Елена Александровна,,"414000, Астраханская область, Г. АСТРАХАНЬ, УЛ. ЛЕНИНА, Д.14","г Астрахань, ул Ленина, д 14",ACTIVE,2023-01-11 03:00:00.000,2010-06-29 03:00:00.000,,false,autoloaded by counteragentcreate.py,
198,УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО АСТРАХАНСКОЙ ОБЛАСТИ,"3015067282",ФГКУ,УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО АСТРАХАНСКОЙ ОБЛАСТИ,LEGAL,MAIN,"1043000717825",2004-12-17 03:00:00.000,,,,Руководитель,,Савенкова Юлия Михайловна,,"414000, Астраханская область, Г АСТРАХАНЬ, ПР-КТ ГУБЕРНАТОРА АНАТОЛИЯ ГУЖВИНА, СТР. 10","г Астрахань, пр-кт Губернатора Анатолия Гужвина, стр 10",ACTIVE,2023-04-06 03:00:00.000,2004-12-17 03:00:00.000,,false,autoloaded by counteragentcreate.py,
199,"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ","3015067349",ФГКУ,"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ",LEGAL,MAIN,"1043000718200",2004-12-21 03:00:00.000,,,,Исполняющая обязанности руководителя,,Гук Татьяна Георгиевна,,"414000, Астраханская область, Г. АСТРАХАНЬ, УЛ. НИКОЛЬСКАЯ, Д.9","г Астрахань, ул Никольская, д 9",ACTIVE,2023-01-20 03:00:00.000,2004-12-21 03:00:00.000,,false,autoloaded by counteragentcreate.py,
200,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 10 ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ,"3446858585",ФГКУ,МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 10 ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ,LEGAL,MAIN,"1043400495500",2004-12-31 03:00:00.000,,,,Начальник,,Марченко Екатерина Игоревна,,"400062, ОБЛАСТЬ ВОЛГОГРАДСКАЯ, Г. ВОЛГОГРАД, УЛ. ИМ БОГДАНОВА, Д.2","г Волгоград, ул им. Богданова, д 2",ACTIVE,2021-04-28 03:00:00.000,2004-12-31 03:00:00.000,,false,autoloaded by counteragentcreate.py,
201,ЦИФРОВЫЕ ТЕХНОЛОГИИ,"1215039585",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ТЕХНОЛОГИИ""",LEGAL,MAIN,"1021200769237",2002-12-04 03:00:00.000,,,,Директор,,Герасимов Михаил Вячеславович,,"424000, Республика Марий Эл, Г.О. ГОРОД ЙОШКАР-ОЛА, Г ЙОШКАР-ОЛА, УЛ КАРЛА МАРКСА, Д. 109Б, ПОЗ. 48","424000, Республика Марий Эл, Г.О. ГОРОД ЙОШКАР-ОЛА, Г ЙОШКАР-ОЛА, УЛ КАРЛА МАРКСА, Д. 109Б, ПОЗ. 48",ACTIVE,2023-02-27 03:00:00.000,1999-02-15 03:00:00.000,,false,autoloaded by counteragentcreate.py,
202,ЦЕНТР ТЕХНОЛОГИЧЕСКИХ ПРИСОЕДИНЕНИЙ МОЭК,"7720302417",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ТЕХНОЛОГИЧЕСКИХ ПРИСОЕДИНЕНИЙ МОЭК""",LEGAL,MAIN,"1157746421140",2015-05-07 03:00:00.000,,,,Генеральный директор,,Ерашов Сергей Сергеевич,,"125009, ГОРОД МОСКВА, ПЕР. ВОЗНЕСЕНСКИЙ, Д. 11, СТР. 1","г Москва, Вознесенский пер, д 11 стр 1",ACTIVE,2022-11-08 03:00:00.000,2015-05-07 03:00:00.000,,false,autoloaded by counteragentcreate.py,
